goodreads_book_id,tag_id,count
10,6909,3
10,2218,3
10,1489,3
10,29457,3
10,16773,3
10,1542,3
10,5557,3
10,18682,3
10,9738,3
10,11467,3
11,30574,32303
11,8717,11955
11,26837,10977
11,11557,10173
11,26771,9773
11,11743,7012
11,15048,4397
11,11305,3428
11,7457,2829
11,26894,1813
11,22743,1555
11,7725,1439
11,15067,1439
11,5207,1201
11,26785,1193
11,27199,983
11,11590,951
11,12680,833
11,1691,656
11,3389,635
11,27398,630
11,7404,598
11,11370,521
11,22034,516
11,3392,483
11,1642,460
11,26897,444
11,22753,421
11,30521,399
11,240,377
11,5751,342
11,18045,333
11,4949,326
11,24960,323
11,9221,322
11,3371,321
11,9801,309
11,33114,307
11,26842,294
11,28235,289
11,10644,287
11,17213,285
11,1659,281
11,2056,275
11,26636,240
11,10197,232
11,5090,231
11,236,230
11,21989,225
11,18367,224
11,26816,224
11,12663,213
11,2104,208
11,26774,204
11,28300,202
11,923,191
11,11376,189
11,3379,188
11,15060,185
11,20849,184
11,11497,180
11,1416,174
11,20774,171
11,25150,170
11,251,169
11,32586,161
11,25151,155
11,3358,152
11,10210,151
11,15169,149
11,11505,149
11,30573,148
11,25149,133
11,1128,131
11,32989,129
11,8055,127
11,3377,126
11,27403,124
11,11287,123
11,25152,122
11,22689,122
11,25765,120
11,25167,117
11,20282,115
11,20731,114
11,5776,114
11,11491,111
11,31505,110
11,30860,110
11,25234,108
11,25506,105
11,5481,105
11,9477,102
11,26838,102
11,14408,99
11,30672,96
11,29190,93
11,27535,92
11,9638,92
11,461,92
13,30574,75870
13,8717,8571
13,11557,3245
13,26837,2614
13,26771,2478
13,11743,1979
13,15048,1225
13,11305,933
13,22743,839
13,7457,551
13,26894,503
13,5207,495
13,7725,370
13,26785,347
13,15067,293
13,11590,225
13,9221,208
13,27199,196
13,12680,178
13,22753,163
13,27398,160
13,1691,141
13,22034,135
13,17213,134
13,26897,131
13,11370,127
13,20774,121
13,20849,106
13,18045,106
13,30521,101
13,7404,96
13,9801,96
13,10644,89
13,26816,89
13,5751,82
13,2104,81
13,26842,81
13,18367,77
13,28235,76
13,24960,73
13,15169,71
13,1642,69
13,27535,68
13,28300,66
13,10197,63
13,11376,63
13,26636,62
13,22330,61
13,26774,60
13,31505,59
13,1416,58
13,5090,57
13,21989,54
13,10210,54
13,2056,53
13,11497,52
13,33114,51
13,11505,51
13,22689,50
13,1659,50
13,240,50
13,15060,50
13,14064,40
13,27412,39
13,12663,39
13,30573,38
13,923,38
13,8055,36
13,7654,36
13,30464,35
13,14764,34
13,5444,33
13,27403,32
13,23349,32
13,13962,32
13,22352,31
13,30860,30
13,11491,29
13,25506,29
13,32586,28
13,2690,28
13,26838,28
13,236,27
13,26884,27
13,14408,26
13,10093,25
13,10094,25
13,28247,25
13,22301,25
13,7658,24
13,1128,23
13,3392,23
13,20824,23
13,2106,23
13,20781,23
13,23471,23
13,9477,23
13,23040,23
13,21815,23
13,6122,22
21,30574,33603
21,8717,12685
21,14552,3160
21,21773,1845
21,11557,1614
21,21689,1121
21,26816,1040
21,22743,573
21,3389,365
21,15048,340
21,5207,335
21,3392,297
21,30521,217
21,9221,196
21,23996,192
21,23569,186
21,17213,177
21,18045,175
21,3371,173
21,22753,156
21,11590,154
21,14467,150
21,23471,137
21,30755,130
21,25562,126
21,1416,125
21,15067,121
21,31505,117
21,10197,116
21,3358,114
21,10644,94
21,4631,88
21,3379,84
21,20774,80
21,30756,79
21,32586,77
21,10210,77
21,20849,76
21,3377,74
21,31155,73
21,21739,73
21,21685,73
21,21195,72
21,3288,71
21,22330,70
21,10997,68
21,10316,63
21,1642,61
21,15169,60
21,9477,59
21,12680,59
21,21187,59
21,14611,57
21,4949,56
21,9484,56
21,22689,54
21,10891,54
21,11743,53
21,27535,52
21,12940,49
21,22545,48
21,2705,48
21,23991,48
21,26862,47
21,13054,47
21,12962,46
21,32796,45
21,20731,43
21,10304,43
21,2277,42
21,25150,41
21,21766,41
21,941,38
21,21374,38
21,5858,37
21,23980,37
21,19524,36
21,8327,36
21,7305,36
21,24960,35
21,2104,35
21,21803,35
21,6692,35
21,25152,34
21,14064,34
21,25506,34
21,22733,34
21,26855,34
21,25151,32
21,32080,32
21,8346,32
21,22816,32
21,21732,32
21,11497,31
21,5444,31
21,603,31
21,12869,31
21,17807,31
21,28235,30
